locus_tag	ftype	length_bp	gene	EC_number	COG	product
FFHCJIBM_02152	CDS	345				hypothetical protein
FFHCJIBM_02153	CDS	630				hypothetical protein
FFHCJIBM_02154	CDS	459				hypothetical protein
FFHCJIBM_02155	CDS	1359				hypothetical protein
FFHCJIBM_02156	CDS	459				hypothetical protein
FFHCJIBM_02157	CDS	1125				hypothetical protein
FFHCJIBM_02158	CDS	2742				hypothetical protein
FFHCJIBM_02159	CDS	9780				hypothetical protein
FFHCJIBM_02160	CDS	462	def1	3.5.1.88	COG0242	Peptide deformylase 1
FFHCJIBM_02161	CDS	936	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
FFHCJIBM_02162	CDS	1341	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
FFHCJIBM_02163	CDS	1029	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
FFHCJIBM_02164	CDS	708	prpC	3.1.3.16	COG0631	Protein phosphatase PrpC
FFHCJIBM_02165	CDS	1917	pknD	2.7.11.1		Serine/threonine-protein kinase PknD
FFHCJIBM_02166	CDS	864	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
FFHCJIBM_02167	CDS	645	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
FFHCJIBM_02168	CDS	1137	ribD		COG0117	Riboflavin biosynthesis protein RibD
FFHCJIBM_02169	CDS	645	ribE	2.5.1.9	COG0307	Riboflavin synthase
FFHCJIBM_02170	CDS	465	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
FFHCJIBM_02171	CDS	759				hypothetical protein
FFHCJIBM_02172	CDS	1131				hypothetical protein
FFHCJIBM_02173	CDS	1185	gtf1	2.4.1.-		Glycosyltransferase Gtf1
FFHCJIBM_02174	CDS	2034				hypothetical protein
FFHCJIBM_02175	CDS	1200				hypothetical protein
FFHCJIBM_02176	CDS	963	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
FFHCJIBM_02177	CDS	1680				hypothetical protein
FFHCJIBM_02178	CDS	930				hypothetical protein
FFHCJIBM_02179	CDS	990				hypothetical protein
FFHCJIBM_02180	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
FFHCJIBM_02181	CDS	1011	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
FFHCJIBM_02182	CDS	1896				hypothetical protein
FFHCJIBM_02183	CDS	507	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
FFHCJIBM_02184	CDS	897	hslO			33 kDa chaperonin
FFHCJIBM_02185	CDS	795		2.4.2.44	COG0005	S-methyl-5'-thioinosine phosphorylase
FFHCJIBM_02186	CDS	1047	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
FFHCJIBM_02187	CDS	1242	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
FFHCJIBM_02188	CDS	1281	mtaD	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
FFHCJIBM_02189	CDS	156				hypothetical protein
FFHCJIBM_02190	CDS	735				hypothetical protein
FFHCJIBM_02191	CDS	804				hypothetical protein
FFHCJIBM_02192	CDS	1092	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
FFHCJIBM_02193	CDS	1491				hypothetical protein
FFHCJIBM_02194	CDS	1101				hypothetical protein
FFHCJIBM_02195	CDS	765				hypothetical protein
FFHCJIBM_02196	CDS	471				hypothetical protein
FFHCJIBM_02197	CDS	1602	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
FFHCJIBM_02198	CDS	1035				hypothetical protein
FFHCJIBM_02199	CDS	2379				hypothetical protein
FFHCJIBM_02200	CDS	2364				hypothetical protein
FFHCJIBM_02201	CDS	1440				hypothetical protein
FFHCJIBM_02202	CDS	624	vraR			Response regulator protein VraR
FFHCJIBM_02203	CDS	1146				hypothetical protein
FFHCJIBM_02204	CDS	249				hypothetical protein
FFHCJIBM_02205	CDS	1698	cstA_3		COG1966	Peptide transporter CstA
FFHCJIBM_02206	CDS	933	cysK	2.5.1.47	COG0031	Cysteine synthase
FFHCJIBM_02207	CDS	1047	sbp		COG1613	Sulfate-binding protein
FFHCJIBM_02208	CDS	846	cysT		COG0555	Sulfate transport system permease protein CysT
FFHCJIBM_02209	CDS	831	cysW		COG4208	Sulfate transport system permease protein CysW
FFHCJIBM_02210	CDS	1062	btuD_3	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
FFHCJIBM_02211	CDS	1698	aprA	1.8.99.2		Adenylylsulfate reductase subunit alpha
FFHCJIBM_02212	CDS	315	rsxB_3			Electron transport complex subunit RsxB
FFHCJIBM_02213	CDS	900	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
FFHCJIBM_02214	CDS	1695	cysN	2.7.7.4		Sulfate adenylyltransferase subunit 1
FFHCJIBM_02215	CDS	387				hypothetical protein
FFHCJIBM_02216	CDS	1020	asrA		COG1145	Anaerobic sulfite reductase subunit A
FFHCJIBM_02217	CDS	813	asrB		COG0543	Anaerobic sulfite reductase subunit B
FFHCJIBM_02218	CDS	1050	asrC	1.8.1.-	COG2221	Anaerobic sulfite reductase subunit C
FFHCJIBM_02219	CDS	768	nirC_2		COG2116	Nitrite transporter NirC
FFHCJIBM_02220	CDS	663				hypothetical protein
FFHCJIBM_02221	CDS	618	lexA_2	3.4.21.88	COG1974	LexA repressor
FFHCJIBM_02222	CDS	303	yneA			Cell division suppressor protein YneA
FFHCJIBM_02223	CDS	996	xerC_7			Tyrosine recombinase XerC
FFHCJIBM_02224	CDS	678	ydjZ		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
FFHCJIBM_02225	CDS	807				hypothetical protein
FFHCJIBM_02226	CDS	882				hypothetical protein
FFHCJIBM_02227	CDS	144				hypothetical protein
FFHCJIBM_02228	CDS	786	glnH_5		COG0834	Glutamine-binding periplasmic protein
FFHCJIBM_02229	CDS	1080				hypothetical protein
FFHCJIBM_02230	CDS	435				hypothetical protein
FFHCJIBM_02231	CDS	969				hypothetical protein
FFHCJIBM_02232	CDS	453	mscL			Large-conductance mechanosensitive channel
FFHCJIBM_02233	CDS	441				hypothetical protein
FFHCJIBM_02234	CDS	765				hypothetical protein
FFHCJIBM_02235	CDS	528				hypothetical protein
FFHCJIBM_02236	CDS	174				hypothetical protein
FFHCJIBM_02237	CDS	1359	ribZ_2			Riboflavin transporter RibZ
FFHCJIBM_02238	CDS	1410	pqqE_3			Coenzyme PQQ synthesis protein E
FFHCJIBM_02239	CDS	1197	mgl	4.4.1.11	COG0626	L-methionine gamma-lyase
FFHCJIBM_02240	CDS	378				hypothetical protein
FFHCJIBM_02241	CDS	1227				IS200/IS605 family transposase ISDge19
FFHCJIBM_02242	CDS	768				hypothetical protein
FFHCJIBM_02243	CDS	552				hypothetical protein
FFHCJIBM_02244	CDS	1113	xerC_8			Tyrosine recombinase XerC
FFHCJIBM_02245	CDS	1041				hypothetical protein
FFHCJIBM_02246	CDS	5253				hypothetical protein
FFHCJIBM_02247	CDS	510				hypothetical protein
FFHCJIBM_02248	CDS	564	mdtA_3			Multidrug resistance protein MdtA
FFHCJIBM_02249	CDS	3183	bepE_2			Efflux pump membrane transporter BepE
FFHCJIBM_02250	CDS	924		3.5.5.7	COG0388	Nitrilase
FFHCJIBM_02251	CDS	603	pabA_2	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
FFHCJIBM_02252	CDS	1395	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
FFHCJIBM_02253	CDS	762	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
FFHCJIBM_02254	CDS	546	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
FFHCJIBM_02255	CDS	1110		1.-.-.-		NADH oxidase
FFHCJIBM_02256	CDS	1209	norG		COG1167	HTH-type transcriptional regulator NorG
FFHCJIBM_02257	CDS	606	argO		COG1279	Arginine exporter protein ArgO
FFHCJIBM_02258	CDS	1182		2.5.1.2		Thiaminase-1
FFHCJIBM_02259	CDS	678				hypothetical protein
FFHCJIBM_02260	CDS	870	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
FFHCJIBM_02261	CDS	1875		1.-.-.-		NADH oxidase
FFHCJIBM_02262	CDS	810		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
FFHCJIBM_02263	CDS	672				hypothetical protein
FFHCJIBM_02264	CDS	264				hypothetical protein
FFHCJIBM_02265	CDS	1038	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
FFHCJIBM_02266	CDS	696				hypothetical protein
FFHCJIBM_02267	CDS	120				hypothetical protein
FFHCJIBM_02268	CDS	1638	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
FFHCJIBM_02269	CDS	372				hypothetical protein
FFHCJIBM_02270	CDS	846	yvgN	1.1.1.-	COG0656	Glyoxal reductase
FFHCJIBM_02271	CDS	909				hypothetical protein
FFHCJIBM_02272	CDS	894				hypothetical protein
FFHCJIBM_02273	CDS	996		1.-.-.-		NADH oxidase
FFHCJIBM_02274	CDS	360				hypothetical protein
FFHCJIBM_02275	CDS	711	yfkO	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YfkO
FFHCJIBM_02276	CDS	765				hypothetical protein
FFHCJIBM_02277	CDS	594				hypothetical protein
FFHCJIBM_02278	CDS	420				hypothetical protein
FFHCJIBM_02279	CDS	432				hypothetical protein
FFHCJIBM_02280	CDS	234				hypothetical protein
FFHCJIBM_02281	CDS	732				hypothetical protein
FFHCJIBM_02282	CDS	657	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
FFHCJIBM_02283	CDS	696				hypothetical protein
FFHCJIBM_02284	CDS	594				hypothetical protein
FFHCJIBM_02285	CDS	165				hypothetical protein
FFHCJIBM_02286	CDS	708				hypothetical protein
FFHCJIBM_02287	CDS	429	mgrA			HTH-type transcriptional regulator MgrA
FFHCJIBM_02288	CDS	741				hypothetical protein
FFHCJIBM_02289	CDS	1386	fumC	4.2.1.2		Fumarate hydratase class II
FFHCJIBM_02290	CDS	1560	carA_3	2.8.3.23	COG4670	Caffeate CoA-transferase
FFHCJIBM_02291	CDS	1275	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
FFHCJIBM_02292	CDS	606	purH_2			Bifunctional purine biosynthesis protein PurH
FFHCJIBM_02293	CDS	615	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
FFHCJIBM_02294	CDS	1065	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
FFHCJIBM_02295	CDS	1428	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
FFHCJIBM_02296	CDS	495	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
FFHCJIBM_02297	CDS	2532	rep	3.6.4.12		ATP-dependent DNA helicase Rep
FFHCJIBM_02298	CDS	567				hypothetical protein
FFHCJIBM_02299	CDS	576				hypothetical protein
FFHCJIBM_02300	CDS	873	catM			HTH-type transcriptional regulator CatM
FFHCJIBM_02301	tRNA	75				tRNA-Arg(ccg)
FFHCJIBM_02302	tRNA	77				tRNA-Arg(tct)
FFHCJIBM_02303	tRNA	74				tRNA-Gly(tcc)
FFHCJIBM_02304	tRNA	77				tRNA-Pro(tgg)
FFHCJIBM_02305	CDS	648				hypothetical protein
FFHCJIBM_02306	CDS	2166	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
FFHCJIBM_02307	CDS	270				hypothetical protein
FFHCJIBM_02308	CDS	1452	lysP		COG0833	Lysine-specific permease
FFHCJIBM_02309	CDS	291	cas2_2	3.1.-.-		CRISPR-associated endoribonuclease Cas2
FFHCJIBM_02310	CDS	1032	cas1_2	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
FFHCJIBM_02311	CDS	669				hypothetical protein
	repeat_region	1379				
FFHCJIBM_02312	CDS	1116				IS200/IS605 family transposase IS1341
FFHCJIBM_02313	CDS	1236				hypothetical protein
FFHCJIBM_02314	CDS	1302	bzaF	4.1.99.23	COG0422	5-hydroxybenzimidazole synthase
FFHCJIBM_02315	CDS	723			COG2968	26 kDa periplasmic immunogenic protein
FFHCJIBM_02316	CDS	873	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
FFHCJIBM_02317	CDS	1065				hypothetical protein
FFHCJIBM_02318	CDS	780	ydcV			Inner membrane ABC transporter permease protein YdcV
FFHCJIBM_02319	CDS	828	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
FFHCJIBM_02320	CDS	1071	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
FFHCJIBM_02321	CDS	789	mltF			Membrane-bound lytic murein transglycosylase F
FFHCJIBM_02322	CDS	243				hypothetical protein
FFHCJIBM_02323	CDS	1740	ade	3.5.4.2	COG1001	Adenine deaminase
FFHCJIBM_02324	CDS	1395	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
FFHCJIBM_02325	CDS	429				hypothetical protein
FFHCJIBM_02326	CDS	738				hypothetical protein
FFHCJIBM_02327	CDS	885				hypothetical protein
FFHCJIBM_02328	CDS	1503	thrC	4.2.3.1	COG0498	Threonine synthase
FFHCJIBM_02329	CDS	1536	ppx	3.6.1.11	COG0248	Exopolyphosphatase
FFHCJIBM_02330	CDS	762	rsxB_4			Electron transport complex subunit RsxB
FFHCJIBM_02331	CDS	690				hypothetical protein
FFHCJIBM_02332	CDS	561	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
FFHCJIBM_02333	CDS	276				hypothetical protein
FFHCJIBM_02334	CDS	1692	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
FFHCJIBM_02335	CDS	738				hypothetical protein
FFHCJIBM_02336	CDS	1440	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
FFHCJIBM_02337	CDS	1458	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
FFHCJIBM_02338	CDS	291	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
FFHCJIBM_02339	CDS	5223				hypothetical protein
FFHCJIBM_02340	CDS	1809	hxuB		COG2831	Heme/hemopexin transporter protein HuxB
FFHCJIBM_02341	CDS	630	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
FFHCJIBM_02342	CDS	1407	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
FFHCJIBM_02343	CDS	1221	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
FFHCJIBM_02344	CDS	708	cbiJ	1.3.1.106	COG2099	Cobalt-precorrin-6A reductase
FFHCJIBM_02345	CDS	729	cbiH	2.1.1.-	COG1010	putative cobalt-factor III C(17)-methyltransferase
FFHCJIBM_02346	CDS	1047	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
FFHCJIBM_02347	CDS	801	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
FFHCJIBM_02348	CDS	1137	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
FFHCJIBM_02349	CDS	819	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
FFHCJIBM_02350	CDS	999	hmuU		COG0609	Hemin transport system permease protein HmuU
FFHCJIBM_02351	CDS	957	yfmC		COG4594	Fe(3+)-citrate-binding protein YfmC
FFHCJIBM_02352	CDS	2319	btuB_2			Vitamin B12 transporter BtuB
FFHCJIBM_02353	CDS	420	exbD		COG0848	Biopolymer transport protein ExbD
FFHCJIBM_02354	CDS	564				hypothetical protein
FFHCJIBM_02355	CDS	450				hypothetical protein
FFHCJIBM_02356	CDS	294				hypothetical protein
FFHCJIBM_02357	CDS	174				hypothetical protein
FFHCJIBM_02358	CDS	756				hypothetical protein
FFHCJIBM_02359	CDS	435				hypothetical protein
FFHCJIBM_02360	CDS	540				hypothetical protein
FFHCJIBM_02361	CDS	426				hypothetical protein
FFHCJIBM_02362	CDS	453				hypothetical protein
FFHCJIBM_02363	CDS	366				hypothetical protein
FFHCJIBM_02364	CDS	1050	epsF		COG1459	Type II secretion system protein F
FFHCJIBM_02365	CDS	963	pilT		COG2805	Twitching mobility protein
FFHCJIBM_02366	CDS	1050	gspE		COG2804	Putative type II secretion system protein E
FFHCJIBM_02367	CDS	150				hypothetical protein
FFHCJIBM_02368	CDS	1455	trkH_2		COG0168	Trk system potassium uptake protein TrkH
FFHCJIBM_02369	CDS	1455	trkH_3		COG0168	Trk system potassium uptake protein TrkH
FFHCJIBM_02370	CDS	1347	trkA		COG0569	Trk system potassium uptake protein TrkA
FFHCJIBM_02371	CDS	1140				hypothetical protein
FFHCJIBM_02372	CDS	612				hypothetical protein
FFHCJIBM_02373	CDS	1647				hypothetical protein
FFHCJIBM_02374	CDS	1440	rng	3.1.26.-	COG1530	Ribonuclease G
FFHCJIBM_02375	CDS	696	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
FFHCJIBM_02376	CDS	711				hypothetical protein
FFHCJIBM_02377	CDS	1890				hypothetical protein
FFHCJIBM_02378	CDS	1104	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
FFHCJIBM_02379	CDS	828				Iron-sulfur cluster carrier protein
FFHCJIBM_02380	CDS	1890	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
FFHCJIBM_02381	CDS	510				hypothetical protein
FFHCJIBM_02382	CDS	921	mreC		COG1792	Cell shape-determining protein MreC
FFHCJIBM_02383	CDS	1041	mreB_2		COG1077	Cell shape-determining protein MreB
FFHCJIBM_02384	CDS	864				hypothetical protein
FFHCJIBM_02385	CDS	453				hypothetical protein
FFHCJIBM_02386	CDS	183				hypothetical protein
FFHCJIBM_02387	tRNA	84				tRNA-Leu(tag)
FFHCJIBM_02388	CDS	315				hypothetical protein
FFHCJIBM_02389	CDS	1227	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
FFHCJIBM_02390	CDS	1404	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
FFHCJIBM_02391	CDS	552	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
FFHCJIBM_02392	CDS	1326	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
FFHCJIBM_02393	CDS	2271	topA	5.6.2.2		DNA topoisomerase 1
FFHCJIBM_02394	CDS	1071	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
FFHCJIBM_02395	CDS	489	DmdB	4.2.1.85		2,3-dimethylmalate dehydratase small subunit
FFHCJIBM_02396	CDS	1260	dmdA	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
FFHCJIBM_02397	CDS	1743	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
FFHCJIBM_02398	CDS	1581	cshA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
FFHCJIBM_02399	CDS	852	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
FFHCJIBM_02400	CDS	546	rnmV	3.1.26.8	COG1658	Ribonuclease M5
FFHCJIBM_02401	CDS	1257				hypothetical protein
FFHCJIBM_02402	CDS	939	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
FFHCJIBM_02403	CDS	801	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
FFHCJIBM_02404	CDS	2196	mutL			DNA mismatch repair protein MutL
FFHCJIBM_02405	CDS	2574	mutS		COG0249	DNA mismatch repair protein MutS
FFHCJIBM_02406	CDS	1329	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
FFHCJIBM_02407	CDS	960				hypothetical protein
FFHCJIBM_02408	CDS	309				hypothetical protein
FFHCJIBM_02409	CDS	399				hypothetical protein
FFHCJIBM_02410	CDS	276				hypothetical protein
FFHCJIBM_02411	CDS	186				hypothetical protein
FFHCJIBM_02412	CDS	2469				hypothetical protein
